issue_id, type, status, resolution, component, priority, reporter, created, assigned, assignee, resolved, created, assigned, summary, description, affected_version, fixed_version, votes, watches, description_words, assingnee_count, comment_count, commenter, Surprising, Dormant, Blocker, Security, Performance, Breakage, commit_count, file_count, files
6228,Bug,Resolved,Fixed,ambari-web,Critical,Xi Wang,0.19162037,0.19162037,Xi Wang,2014/06/21 01:18:30 +0100,0.19162037,0.19162037,/SUM host check show report link miss dialog/SUM,On 'Confirm Hosts' step &gt; Hosts Check popup window  the 'Show Reports' link is missing even if the host check warnings existed.Reason:The newly added hosts checks (jdk  disk  repo and hostNameResolution) dont trigger the ''show reports' link to show up.,1.6.1,1.6.1,0,2,40,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6234,Bug,Resolved,Fixed,ambari-server,Critical,Dmitry Lysnichenko,0.057175926,0.057175926,Dmitry Lysnichenko,2014/06/23 14:16:54 +0100,0.057175926,0.057175926,/SUM secur issu privat key password show log/SUM,During generating private key and certificates using openssl password of key shown in logs:11:21:30 735 INFO [main] ShellCommandUtil:44 - Command openssl genrsa -des3 -passout pass:**** -out /var/lib/ambari-server/keys/ca.key 4096 was finished with exit code: 0 - the operation was completely successfully.11:21:30 750 INFO [main] ShellCommandUtil:44 - Command openssl req -passin pass:**** -new -key /var/lib/ambari-server/keys/ca.key -out /var/lib/ambari-server/keys/ca.csr -batch was finished with exit code: 0 - the operation was completely successfully.11:21:30 766 INFO [main] ShellCommandUtil:44 - Command open**** ca -create_serial -out /var/lib/ambari-server/keys/ca.crt -days 365 -keyfile /var/lib/ambari-server/keys/ca.key -key vgGAzzSaCPkI3F7UU7qZZY6CahDUTSnY7B9a8TH0YiGDB10LdJ -selfsign -extensions jdk7_ca -config /var/lib/ambari-server/keys/ca.config -batch -infiles /var/lib/ambari-server/keys/ca.csr was finished with exit code: 0 - the operation was completely successfully.11:21:30 773 INFO [main] ShellCommandUtil:44 - Command openssl pkcs12 -export -in /var/lib/ambari-server/keys/ca.crt -inkey /var/lib/ambari-server/keys/ca.key -certfile /var/lib/ambari-server/keys/ca.crt -out /var/lib/ambari-server/keys/keystore.p12 -password pass:**** -passin pass:**** see '-key vgGAzzSaCPkI3F7UU7qZZY6CahDUTSnY7B9a8TH0YiGDB10LdJ',1.6.1,1.6.1,0,1,131,1,1,1,0 ,0 ,0 ,1 ,0 ,0 ,0,0,,
6236,Bug,Resolved,Fixed,ambari-web,Critical,Oleg Nechiporenko,0.998125,0.998125,Oleg Nechiporenko,2014/06/24 13:50:16 +0100,0.998125,0.998125,/SUM host page indic filter sort page happen confus/SUM,In 1.6.1  filtering/sorting/paging on the Hosts page has been converted from client-side to server-side in order to address scalability issues.As a result of that  the responsiveness of UI is dependent upon how quickly the server can respond to filtering/sorting/paging calls (and also depends on the network). While UI is waiting for the new table content to come from the server  there should be some indication that work is in progress. For example  we can put an overlay on the table with a spinner (gray out the table with a spinner on top - kind of like when switching filters on JIRA's Agile Board).,1.6.1,1.6.1,0,2,103,1,6,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6244,Bug,Resolved,Fixed,ambari-web,Critical,Xi Wang,0.108298611,0.108298611,Xi Wang,2014/06/24 01:35:01 +0100,0.108298611,0.108298611,/SUM restart icon present servic action restart button click/SUM,STR:Change property for some service (Hive as example)Save changesClick Service Actions-&gt;Restart all buttonActual result:Service Actions-&gt;Restart all button does not work (do nothing). Restart passed  but restart icon still present.Expected result:Service Actions-&gt;Restart all button works. Restart passed  restart icon is not present after action.,1.6.1,1.6.1,0,2,43,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6247,Bug,Resolved,Fixed,ambari-web,Blocker,Antonenko Alexander,8.763506944,8.763506944,Antonenko Alexander,2014/07/02 19:17:07 +0100,8.763506944,8.763506944,/SUM add host stop servic/SUM,STR Install cluster Add hostActual resultAfter adding host all components on all hosts are stoppedExpected resultAll components on all hosts are started,1.6.1,1.6.1,0,2,22,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6265,Bug,Resolved,Fixed,ambari-web,Critical,Xi Wang,0.032708333,0.032708333,Xi Wang,2014/06/25 01:43:49 +0100,0.032708333,0.032708333,/SUM have spinner instead chart dashboard servic tab IE 11/SUM,STR:1) Deploy cluster with defualt settings.2) Navigate on Dashboard pageExpected result:All charts are present.Actual result:Have spinners instead some charts.,1.6.1,1.6.1,0,2,19,1,3,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6266,Improvement,Resolved,Fixed,contrib,Major,Artem Baranchuk,0.361469907,0.361469907,Artem Baranchuk,2014/06/25 22:05:36 +0100,0.361469907,0.361469907,/SUM get sql metric logic review/SUM,,1.6.1,1.6.1,0,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,1,2,contrib/ambari-scom/ambari-scom-server/src/main/java/org/apache/ambari/scom/SQLPropertyProvider.java;contrib/ambari-scom/ambari-scom-server/src/test/java/org/apache/ambari/scom/SQLPropertyProviderTest.java;,
6267,Bug,Resolved,Fixed,ambari-web,Blocker,Andrii Tkach,0.003449074,0.003449074,Andrii Tkach,2014/06/25 13:30:16 +0100,0.003449074,0.003449074,/SUM add servic fail server error condit/SUM,Upon clicking on 'Deploy' from Review page in Add Services Wizard  sometimes the UI shows a server error saying 'Resource Already Exists'.It looks like the UI is trying to add client components on hosts that already have them.I've seen it for HDFS_CLIENT  MAPREDUCE2_CLIENT  etc.  when trying to add Oozie (for sure)  Storm (I think)  and possibly others.,1.6.1,1.6.1,0,2,57,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,2,ambari-web/app/controllers/wizard/step8_controller.js;ambari-web/app/utils/ajax/ajax.js;,
6268,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,0.016145833,0.016145833,Antonenko Alexander,2014/06/25 17:26:40 +0100,0.016145833,0.016145833,/SUM step 6 pagin slow/SUM,,1.6.1,1.6.1,0,2,1,1,2,2,0 ,0 ,0 ,0 ,1 ,0 ,0,0,,
6270,Bug,Resolved,Fixed,ambari-server; stacks,Major,Andrew Onischuk,111.8108449,111.8108449,Andrew Onischuk,2014/10/15 13:40:13 +0100,111.8108449,111.8108449,/SUM repoinfo xml use famili tag rather type tag/SUM,That is a bit confusing we should change that  since we changed the way itworks &lt;os type='redhat6'&gt;should be &lt;os family='redhat6'&gt;,1.7.0,2.0.0,0,2,20,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6273,Bug,Resolved,Fixed,ambari-web,Major,Antonenko Alexander,0.008206019,0.008206019,Antonenko Alexander,2014/06/25 18:55:29 +0100,0.008206019,0.008206019,/SUM manag config group ganglia instal config group popup appear/SUM,We take some data from Ganglia metrics for hosts and if Ganglia is not installed browser throw js error which blocks popup initializing.,1.6.1,1.6.1,0,2,23,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6276,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Babiichuk,0.004351852,0.004351852,Andrii Babiichuk,2014/06/25 19:45:04 +0100,0.004351852,0.004351852,/SUM prompt put servic mainten mode roll restart servic stop/SUM,When initiating Rolling Restart / Service Stop  they would like an option (via a checkbox  for example) to put the service in maintenance mode (if it is not already in MM) to avoid getting a lot of alerts.,1.5.0,1.7.0,0,2,38,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,7,ambari-web/app/controllers/main/service/item.js;ambari-web/app/templates/common/confirmation_feedback.hbs;ambari-web/app/templates/common/rolling_restart_view.hbs;ambari-web/app/utils/ajax/ajax.js;ambari-web/app/utils/batch_scheduled_requests.js;ambari-web/app/views/common/modal_popup.js;ambari-web/app/views/common/rolling_restart_view.js;,
6292,Bug,Resolved,Fixed,ambari-web,Major,Greg Hill,101.7933102,95.8424537,subin,2014/10/06 15:14:59 +0100,101.7933102,95.8424537,/SUM python client cach curl flag request caus problem/SUM,Currently if you use the python client  if you issue a DELETE request followed by a GET request  that GET request becomes a DELETE request. You can imagine why that's undesirable.The problem is that we set the CUSTOMREQUEST field on the DELETE  but we don't unset it on the next GET. pycurl sees it still set and assumes we're still doing a DELETE.,1.6.0; 1.6.1,1.7.0,0,2,63,1,10,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6295,Bug,Resolved,Fixed,ambari-web,Major,Srimanth Gunturi,0.009108796,0.009108796,Srimanth Gunturi,2014/06/26 22:15:31 +0100,0.009108796,0.009108796,/SUM UI freez 2 second everi 15 second 2K node cluster/SUM,It seems that we call App.componentConfigMapper every 15 seconds.This mapper takes more than 2 seconds to run. While the mapper is running  the entire UI is frozen.,1.6.1,1.6.1,0,2,28,1,2,2,0 ,0 ,0 ,0 ,1 ,0 ,0,0,,
6298,Bug,Resolved,Fixed,ambari-server,Major,Siddharth Wagle,0.027777778,0.027777778,Myroslav Papirkovskyy,2014/06/26 23:27:28 +0100,0.027777778,0.027777778,/SUM custom command execut take long/SUM,It takes significant amount of time to populate clusterHostInfo for every Execution Cmd on a 2000 node cluster.org.apache.ambari.server.utils.StageUtils.getClusterHostInfo(Map  Cluster),1.6.1,1.6.1,0,2,19,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6299,Bug,Resolved,Fixed,ambari-server,Critical,Siddharth Wagle,0.712037037,0.712037037,Siddharth Wagle,2014/06/27 17:54:51 +0100,0.712037037,0.712037037,/SUM jmxpropertyprovid make call endpoint without check support properti/SUM,Causes CPU usage go upto 1500 % and UI becomes unusable.1000's of Exception:00:01:50 666 ERROR [pool-1-thread-17] JMXPropertyProvider:539 - Caught exception getting JMX metrics : Connection refusedAll JMX endpoints called for any JMX metric.,1.6.1,1.6.1,0,2,39,1,1,1,0 ,0 ,0 ,0 ,1 ,0 ,0,0,,
6311,Bug,Resolved,Fixed,ambari-web,Blocker,Antonenko Alexander,0.007002315,0.007002315,Antonenko Alexander,2014/06/27 21:40:47 +0100,0.007002315,0.007002315,/SUM bulk op target maximum page size host/SUM,It seems that the max number of target hosts for a bulk operation is capped by the current 'page size' on the Hosts page.For example  on the 2K cluster with 2K DataNodes: Go to Hosts page Click on Actions. Either going to Filtered Hosts (2005) or All Hosts (2005)  select 'DataNodes &gt; Stop' A confirmation popup tells me that 50 DataNodes are about to be stopped. This should have been ~ 2000 DataNodes instead. 50 is the current page size on the Hosts page that I set.Another scenario: Set page size to 50. Select 100 hosts using 'check all'  'next page'  then 'check all' Go to 'Actions &gt; Selected Hosts &gt; DataNodes &gt; Stop'. Again  it tries to perform actions on only 50 DataNodes.,1.6.1,1.6.1,0,2,124,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6322,Bug,Resolved,Fixed,ambari-web,Major,Srimanth Gunturi,0.101851852,0.101851852,Srimanth Gunturi,2014/06/30 23:59:14 +0100,0.101851852,0.101851852,/SUM choos bulk host decommiss 120 node cluster host page spin/SUM,Steps to reproduce1. Filter by DataNodes2. Increase the page size to 503. Select all 50 and decommision datanodes.This ends up with a spinner .This might be a blocker. Attaching snapshot.,1.6.1,1.6.1,0,1,30,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6327,Bug,Resolved,Fixed,ambari-web,Major,Srimanth Gunturi,0.004178241,0.004178241,Srimanth Gunturi,2014/07/01 02:21:29 +0100,0.004178241,0.004178241,/SUM roll restart start stale checkbox work function/SUM,Rolling restart page  there is a ' Only restart NodeManagers with stale configs' checkbox  nothing happened no matter if that one was checked or not. 1. On service(HDFS or YARN) actions &gt; restart all DN (NM). All DN(NM) will be restart no matter if the ' Only restart NodeManagers with stale configs' option checked.,1.6.1,1.6.1,0,2,54,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6332,Bug,Resolved,Fixed,ambari-web,Major,Andrii Babiichuk,1.208043981,1.208043981,Andrii Babiichuk,2014/07/02 17:43:45 +0100,1.208043981,1.208043981,/SUM bulk decommiss background oper popup content look broken/SUM,header in task details popup looks broken when we run decommission for many Datanodes.,1.6.1,1.6.1,0,3,14,1,5,3,0 ,0 ,0 ,0 ,0 ,0 ,2,3,ambari-web/app/templates/wizard/step9/step9HostTasksLogPopup.hbs;ambari-web/app/styles/application.less;ambari-web/app/templates/common/host_progress_popup.hbs;,
6335,Bug,Resolved,Fixed,ambari-web,Blocker,Andrii Tkach,0.004803241,0.004803241,Andrii Tkach,2014/07/01 17:14:04 +0100,0.004803241,0.004803241,/SUM add servic wizard remov new properti ad core site global cluster instal/SUM,,1.6.1,1.6.1,0,2,1,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,4,ambari-web/app/controllers/global/cluster_controller.js;ambari-web/app/controllers/wizard/step7_controller.js;ambari-web/app/controllers/wizard/step8_controller.js;ambari-web/app/utils/config.js;,
6337,Bug,Resolved,Fixed,ambari-web,Critical,Aleksandr Kovalenko,0.004039352,0.004039352,Aleksandr Kovalenko,2014/07/01 18:37:00 +0100,0.004039352,0.004039352,/SUM host page incorrect total number host filter instal compon/SUM,STR1. Go to hosts page2. Filter by Components. Check DATANODE3. At Bottom right corner I see Show 10 | 1-10 of 10,1.6.1,1.6.1,0,2,22,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6340,Bug,Resolved,Fixed,ambari-web,Critical,Aleksandr Kovalenko,0.005208333,0.005208333,Aleksandr Kovalenko,2014/07/01 19:29:09 +0100,0.005208333,0.005208333,/SUM filter select host reset pagin/SUM,1. page size 102. select all 10 hosts on first page3. go to page 2  select 2 hosts (total 12 selection)4. click on '12 host selected' and it goes to page 1  1-10 of 12 hosts (correct)5. click to go to page 2 (to see the 2 hosts selected) but it resets to page 1  1-10 of 103,1.6.1,1.6.1,0,2,58,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6349,Bug,Resolved,Fixed,ambari-web,Major,Srimanth Gunturi,0.02900463,0.02900463,Srimanth Gunturi,2014/07/02 01:36:12 +0100,0.02900463,0.02900463,/SUM after chang properti click save button mapreduc config page comfirm popup/SUM,STR1. Go to MapReduce Config Page2. Change JobTracker new generation size with a new value3. Clike Save buttonResult no confirmation popup  and save button turns grey  when switching pages the save button in the warning popup is not working neither.,1.6.1,1.6.1,0,2,40,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,0,0,,
6350,Bug,Resolved,Fixed,ambari-web,Critical,Andrii Tkach,0.004826389,0.004826389,Andrii Tkach,2014/07/02 11:15:37 +0100,0.004826389,0.004826389,/SUM unabl restart host compon 110 node cluster/SUM,On a 110 node cluster I went to the hosts page and went into All Hosts &gt; Hosts &gt; Restart All Components. Following that I got an error dialog (image attached) and the below exceptions in the log21:03:20 017 ERROR [qtp1391464722-1188] AmbariJpaLocalTxnInterceptor:114 - [DETAILED ERROR] Rollback reason:Local Exception Stack:Exception [EclipseLink-4002] (Eclipse Persistence Services - 2.4.0.v20120608-r11652): org.eclipse.persistence.exceptions.DatabaseExceptionInternal Exception: java.sql.BatchUpdateException: Batch entry 0 INSERT INTO requestoperationlevel (operation_level_id  cluster_name  host_component_name  host_name  level_name  request_id  service_name) VALUES (2  'Horton'  NULL  'horton-1.c.pramod-thangali.internal horton-10.c.pramod-thangali.internal horton-100.c.pramod-thangali.internal horton-101.c.pramod-thangali.internal horton-103.c.pramod-thangali.internal horton-104.c.pramod-thangali.internal horton-105.c.pramod-thangali.internal horton-106.c.pramod-thangali.internal horton-107.c.pramod-thangali.internal horton-108.c.pramod-thangali.internal horton-109.c.pramod-thangali.internal horton-11.c.pramod-thangali.internal horton-12.c.pramod-thangali.internal horton-13.c.pramod-thangali.internal horton-14.c.pramod-thangali.internal horton-15.c.pramod-thangali.internal horton-16.c.pramod-thangali.internal horton-17.c.pramod-thangali.internal horton-18.c.pramod-thangali.internal horton-19.c.pramod-thangali.internal horton-2.c.pramod-thangali.internal horton-20.c.pramod-thangali.internal horton-21.c.pramod-thangali.internal horton-22.c.pramod-thangali.internal horton-23.c.pramod-thangali.internal horton-24.c.pramod-thangali.internal horton-25.c.pramod-thangali.internal horton-26.c.pramod-thangali.internal horton-27.c.pramod-thangali.internal horton-28.c.pramod-thangali.internal horton-29.c.pramod-thangali.internal horton-3.c.pramod-thangali.internal horton-30.c.pramod-thangali.internal horton-31.c.pramod-thangali.internal horton-32.c.pramod-thangali.internal horton-33.c.pramod-thangali.internal horton-34.c.pramod-thangali.internal horton-35.c.pramod-thangali.internal horton-36.c.pramod-thangali.internal horton-37.c.pramod-thangali.internal horton-38.c.pramod-thangali.internal horton-39.c.pramod-thangali.internal horton-4.c.pramod-thangali.internal horton-40.c.pramod-thangali.internal horton-41.c.pramod-thangali.internal horton-42.c.pramod-thangali.internal horton-43.c.pramod-thangali.internal horton-44.c.pramod-thangali.internal horton-45.c.pramod-thangali.internal horton-46.c.pramod-thangali.internal horton-47.c.pramod-thangali.internal horton-48.c.pramod-thangali.internal horton-49.c.pramod-thangali.internal horton-5.c.pramod-thangali.internal horton-50.c.pramod-thangali.internal horton-51.c.pramod-thangali.internal horton-52.c.pramod-thangali.internal horton-53.c.pramod-thangali.internal horton-54.c.pramod-thangali.internal horton-55.c.pramod-thangali.internal horton-56.c.pramod-thangali.internal horton-57.c.pramod-thangali.internal horton-58.c.pramod-thangali.internal horton-59.c.pramod-thangali.internal horton-6.c.pramod-thangali.internal horton-60.c.pramod-thangali.internal horton-61.c.pramod-thangali.internal horton-62.c.pramod-thangali.internal horton-63.c.pramod-thangali.internal horton-64.c.pramod-thangali.internal horton-65.c.pramod-thangali.internal horton-66.c.pramod-thangali.internal horton-67.c.pramod-thangali.internal horton-68.c.pramod-thangali.internal horton-69.c.pramod-thangali.internal horton-7.c.pramod-thangali.internal horton-70.c.pramod-thangali.internal horton-71.c.pramod-thangali.internal horton-72.c.pramod-thangali.internal horton-73.c.pramod-thangali.internal horton-74.c.pramod-thangali.internal horton-75.c.pramod-thangali.internal horton-76.c.pramod-thangali.internal horton-77.c.pramod-thangali.internal horton-78.c.pramod-thangali.internal horton-79.c.pramod-thangali.internal horton-8.c.pramod-thangali.internal horton-80.c.pramod-thangali.internal horton-81.c.pramod-thangali.internal horton-82.c.pramod-thangali.internal horton-83.c.pramod-thangali.internal horton-84.c.pramod-thangali.internal horton-85.c.pramod-thangali.internal horton-86.c.pramod-thangali.internal horton-87.c.pramod-thangali.internal horton-88.c.pramod-thangali.internal horton-9.c.pramod-thangali.internal horton-90.c.pramod-thangali.internal horton-91.c.pramod-thangali.internal horton-92.c.pramod-thangali.internal horton-93.c.pramod-thangali.internal horton-94.c.pramod-thangali.internal horton-95.c.pramod-thangali.internal horton-96.c.pramod-thangali.internal horton-97.c.pramod-thangali.internal horton-98.c.pramod-thangali.internal horton-99.c.pramod-thangali.internal horton-master-1.c.pramod-thangali.internal horton-master-2.c.pramod-thangali.internal horton-master-3.c.pramod-thangali.internal'  'Host'  25  NULL) was aborted. Call getNextException to see the cause.Error Code: 0Call: INSERT INTO requestoperationlevel (operation_level_id  cluster_name  host_component_name  host_name  level_name  request_id  service_name) VALUES (?  ?  ?  ?  ?  ?  ?) bind =&gt; [7 parameters bound]Query: InsertObjectQuery(org.apache.ambari.server.orm.entities.RequestResourceFilterEntity@2c6ae575) at org.eclipse.persistence.exceptions.DatabaseException.sqlException(DatabaseException.java:333) at org.eclipse.persistence.internal.databaseaccess.DatabaseAccessor.processExceptionForCommError(DatabaseAccessor.java:1501) at org.eclipse.persistence.internal.databaseaccess.DatabaseAccessor.executeJDK12BatchStatement(DatabaseAccessor.java:875) at org.eclipse.persistence.internal.databaseaccess.ParameterizedSQLBatchWritingMechanism.executeBatchedStatements(ParameterizedSQLBatchWritingMechanism.java:145) at org.eclipse.persistence.internal.databaseaccess.ParameterizedSQLBatchWritingMechanism.appendCall(ParameterizedSQLBatchWritingMechanism.java:88) at org.eclipse.persistence.internal.databaseaccess.DatabaseAccessor.basicExecuteCall(DatabaseAccessor.java:571) at org.eclipse.persistence.internal.databaseaccess.DatabaseAccessor.executeCall(DatabaseAccessor.java:537) at org.eclipse.persistence.internal.sessions.AbstractSession.basicExecuteCall(AbstractSession.java:1800) at org.eclipse.persistence.sessions.server.ClientSession.executeCall(ClientSession.java:286) at org.eclipse.persistence.internal.queries.DatasourceCallQueryMechanism.executeCall(DatasourceCallQueryMechanism.java:207) at org.eclipse.persistence.internal.queries.DatasourceCallQueryMechanism.executeCall(DatasourceCallQueryMechanism.java:193) at org.eclipse.persistence.internal.queries.DatasourceCallQueryMechanism.insertObject(DatasourceCallQueryMechanism.java:342) at org.eclipse.persistence.internal.queries.StatementQueryMechanism.insertObject(StatementQueryMechanism.java:162) at org.eclipse.persistence.internal.queries.StatementQueryMechanism.insertObject(StatementQueryMechanism.java:177) at org.eclipse.persistence.internal.queries.DatabaseQueryMechanism.insertObjectForWrite(DatabaseQueryMechanism.java:471) at org.eclipse.persistence.queries.InsertObjectQuery.executeCommit(InsertObjectQuery.java:80) at org.eclipse.persistence.queries.InsertObjectQuery.executeCommitWithChangeSet(InsertObjectQuery.java:90) at org.eclipse.persistence.internal.queries.DatabaseQueryMechanism.executeWriteWithChangeSet(DatabaseQueryMechanism.java:286) at org.eclipse.persistence.queries.WriteObjectQuery.executeDatabaseQuery(WriteObjectQuery.java:58) at org.eclipse.persistence.queries.DatabaseQuery.execute(DatabaseQuery.java:852) at org.eclipse.persistence.queries.DatabaseQuery.executeInUnitOfWork(DatabaseQuery.java:751) at org.eclipse.persistence.queries.ObjectLevelModifyQuery.executeInUnitOfWorkObjectLevelModifyQuery(ObjectLevelModifyQuery.java:108) at org.eclipse.persistence.queries.ObjectLevelModifyQuery.executeInUnitOfWork(ObjectLevelModifyQuery.java:85) at org.eclipse.persistence.internal.sessions.UnitOfWorkImpl.internalExecuteQuery(UnitOfWorkImpl.java:2875) at org.eclipse.persistence.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1602) at org.eclipse.persistence.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1584) at org.eclipse.persistence.internal.sessions.AbstractSession.executeQuery(AbstractSession.java:1535) at org.eclipse.persistence.internal.sessions.CommitManager.commitNewObjectsForClassWithChangeSet(CommitManager.java:224) at org.eclipse.persistence.internal.sessions.CommitManager.commitAllObjectsForClassWithChangeSet(CommitManager.java:191) at org.eclipse.persistence.internal.sessions.CommitManager.commitAllObjectsWithChangeSet(CommitManager.java:136) at org.eclipse.persistence.internal.sessions.AbstractSession.writeAllObjectsWithChangeSet(AbstractSession.java:3914) at org.eclipse.persistence.internal.sessions.UnitOfWorkImpl.commitToDatabase(UnitOfWorkImpl.java:1419) at org.eclipse.persistence.internal.sessions.RepeatableWriteUnitOfWork.commitToDatabase(RepeatableWriteUnitOfWork.java:634) at org.eclipse.persistence.internal.sessions.UnitOfWorkImpl.commitToDatabaseWithChangeSet(UnitOfWorkImpl.java:1509) at org.eclipse.persistence.internal.sessions.RepeatableWriteUnitOfWork.commitRootUnitOfWork(RepeatableWriteUnitOfWork.java:266) at org.eclipse.persistence.internal.sessions.UnitOfWorkImpl.commitAndResume(UnitOfWorkImpl.java:1147) at org.eclipse.persistence.internal.jpa.transaction.EntityTransactionImpl.commitInternal(EntityTransactionImpl.java:84) at org.eclipse.persistence.internal.jpa.transaction.EntityTransactionImpl.commit(EntityTransactionImpl.java:63) at org.apache.ambari.server.orm.AmbariJpaLocalTxnInterceptor.invoke(AmbariJpaLocalTxnInterceptor.java:91) at com.google.inject.internal.InterceptorStackCallback$InterceptedMethodInvocation.proceed(InterceptorStackCallback.java:72) at com.google.inject.internal.InterceptorStackCallback.intercept(InterceptorStackCallback.java:52) at org.apache.ambari.server.actionmanager.ActionDBAccessorImpl$$EnhancerByGuice$$ddd0d231.persistActions(&lt;generated&gt;) at org.apache.ambari.server.actionmanager.ActionManager.sendActions(ActionManager.java:95) at org.apache.ambari.server.actionmanager.ActionManager.sendActions(ActionManager.java:84) at org.apache.ambari.server.controller.AmbariManagementControllerImpl.createAction(AmbariManagementControllerImpl.java:2583) at org.apache.ambari.server.controller.internal.RequestResourceProvider$1.invoke(RequestResourceProvider.java:124) at org.apache.ambari.server.controller.internal.RequestResourceProvider$1.invoke(RequestResourceProvider.java:121) at org.apache.ambari.server.controller.internal.AbstractResourceProvider.createResources(AbstractResourceProvider.java:237) at org.apache.ambari.server.controller.internal.RequestResourceProvider.createResources(RequestResourceProvider.java:121) at org.apache.ambari.server.controller.internal.ClusterControllerImpl.createResources(ClusterControllerImpl.java:274) at org.apache.ambari.server.api.services.persistence.PersistenceManagerImpl.create(PersistenceManagerImpl.java:75) at org.apache.ambari.server.api.handlers.CreateHandler.persist(CreateHandler.java:36) at org.apache.ambari.server.api.handlers.BaseManagementHandler.handleRequest(BaseManagementHandler.java:72) at org.apache.ambari.server.api.services.BaseRequest.process(BaseRequest.java:135) at org.apache.ambari.server.api.services.BaseService.handleRequest(BaseService.java:103) at org.apache.ambari.server.api.services.BaseService.handleRequest(BaseService.java:72) at org.apache.ambari.server.api.services.RequestService.createRequests(RequestService.java:119) at sun.reflect.GeneratedMethodAccessor113.invoke(Unknown Source),1.6.1,1.6.1,0,2,236,1,2,2,0 ,0 ,0 ,0 ,0 ,0 ,1,2,ambari-web/app/utils/batch_scheduled_requests.js;ambari-web/test/controllers/main/host_test.js;,
