summary,description,Security,Performance
Resource filtering breaks the calculation of rendered resources,The calculation of rendered resources at org.apache.wicket.markup.head.internal.HeaderResponse#rendered field is broken when org.apache.wicket.markup.head.filter.FilteringHeaderResponse is in use.The problem is that org.apache.wicket.markup.head.filter.FilteringHeaderResponse#getContent(String) creates its own instance of HeaderResponse and thus has its own 'rendered' set.If a filtered resource depends on a resource which is rendered in the head (i.e. in the default filtered bucked named 'headerBucket') then the latter is also rendered in the custom filter.,0,0
Shared Behavior's renderHead method called only for one component  not for all of them,When using a shared behavior among many components  its renderHead method is called only once. The reason is at the end of the Component.renderHead(HtmlHeaderContainer) method: for (Behavior behavior : getBehaviors()) { if (isBehaviorAccepted(behavior)) { if (response.wasRendered(behavior) == false) // &lt;---- check whether the behavior has been marked as rendered { behavior.renderHead(this  response); response.markRendered(behavior); // &lt;---- behavior marked as rendered } } }When calling this method of the first component  which contains given Behavior  the Behavior is added to the set of the already-rendered elements. This means  its renderHead method is never called for the rest of the components  which contain it.From documentation I suggest: Behaviors can be shared among more components (if they are not 'attached' in bind() method)  as written in Behavior class javadoc: 'They can be bound to a concrete component (...)  but they don't need to.' A Behavior method should behave the same way  as the same code placed directly in the component (in the corresponding method)Moreover  in the documentation of the Behavior.renderHead is written: 'Render to the web response whatever the component wants to contribute to the head section.' So as I understand it  the information about component should also be the 'key' whether to mark the Behavior rendered or not. More precisely  the proposed solution should be something like the following (Couple means something like a class with two fields - Behavior and Component): for (Behavior behavior : getBehaviors()) { if (isBehaviorAccepted(behavior)) { Couple c = new Couple(behavior  this); // &lt;---- create couple if (response.wasRendered(c) == false) // &lt;---- check the couple { behavior.renderHead(this  response); response.markRendered(c); // &lt;---- mark the couple as rendered } } }Maybe this is not a bug  but a feature. In case of the feature I think  that it requires at least a clarification in the documentation. In (probably) all other usage of shared Behavior  the Behavior does not cause any troubles and it behaves as expected from the documentation. But this method has quite inconsistent effect  comparing to the other ones.If an example is needed:I need a Behavior to attach all components  which have to automatically contribute to HTML head a JavaScript and CSS file with the same name as the component. The Behavior does not hold any data (no fields  empty bind method)  so I would like to make it singleton (or not directly pattern Singleton as such - for example let it overridable  but provide a default instance). Because creating new instances does not have much sense in this case and it brings many unnecessary objects on the heap.Using of new instance per component works fine  of course  but the issue is in the situation  if I need the shared instance across the application.,0,0
ThreadContext does not properly remove the ThreadLocal from the current thread,Actually  I only checked 6.0.0-beta2 and master  6.0.0-beta2 is not in the drop down.ThreadLocal.get() returns the current value  if one is set. If not  it creates a new value using the initialValue() method  AND (importantly) registers the ThreadLocal in the Thread's Map of ThreadLocals.In order for the get(false) method to work as expected  we must actually call ThreadLocal.remove() after a ThreadLocal.get() that returned null.Also  after the request was processed  we never properly remove the ThreadLocal from the Thread  we were simply setting it to the previous value  which was null most of the time. This is not enough. The ThreadLocal was still attached to the Thread  just the value it was storing was null.Here's hoping that Jira is working again and I can attach a patch.,0,0
NumberTextField does not have default minimum and maximum,Javadoc of NumberTextField says:A TextField for HTML5 &lt;input&gt; with type number.Automatically validates the input against the configured min and max attributes. If any of them is null then Double.MIN_VALUE and Double.MAX_VALUE are used respectfully. Note: FormComponent.setType(Class) must be called explicitly!It is not true. We have constructor which sets them to null: public NumberTextField(String id  IModel&lt;N&gt; model  Class&lt;N&gt; type) { super(id  model  type); validator = null; minimum = null; maximum = null; }and if I don't set them manually  in case of error nulls go to RangeValidator (line 84-85: error.setVariable('minimum'  min); error.setVariable('maximum'  max);causing:java.lang.IllegalArgumentException: Argument 'value' may not be null.Nevertheless  I think reflection API should be used to determine if given Number has MAX_VALUE/MIN_VALUE and this one should be used. In other case I think it is ok to use Double.MAX_VALUE/MIN_VALUE.or maybe you have another ideas?,0,0
URLRenderer renderFullUrl,When using the following code to create an absolute url in wicket 1.5.7 from a page class and parameters  there are also duplicate segments in the url. the rendered absolute url is not correct.final Url url = RequestCycle.get().mapUrlFor( pageClass  pageParameters );final String result = RequestCycle.get().getUrlRenderer().renderFullUrl( url );RequestCycle.get().mapUrlFor(..) does not return an 'absolute' url (first segment will not be empty).See also description in WICKET-4561,0,0
Closing  tag is incorrectly setup as autocomponent,The closing instance of the &lt;wicket:container&gt; tag returns true when isAutoComponentTag() is called whereas the opening instance correctly returns false.The problem lies probably in the WicketTagIdentifier class which simply checks if there is a wicket:id attribute value and makes all tags (opening or closing) autocomponent tags if there is no wicket:id.Obviously any closing tag doesnt have a wicket:id assigned.,0,0
WicketAjaxDebug.logError used in Wicket.Head.addJavascript - JS error when wicket-ajax-debug.js not loaded,Wicket.Head.addJavascript (defined in wicket-ajax.js) encapsulates javascript in this code:content = 'try{'+content+'}catch(e){WicketAjaxDebug.logError(e);}'; However  WicketAjaxDebug can be undefined as it's declared in wicket-ajax-debug.js which might not be included. As a consequence  catch block will fail and obfuscate any error catched.I believe this catch block should call Wicket.Log.error(e) instead.,0,0
DataTable toolbars do not handle dynamically changing columns in the table,All the packaged toolbars for the DataTables fail to handle dynamically changing column in the table.HeadersToolbar - is new columns are added  they do not have headers. If columns are removed  the headers are not removed.NoRecordsToolbar - colspan is static to the number of columns when the table was created. If more columns are added  or if columns are removed  then the incorrect colspan is used.NavigationToolbar - incorrect static colspan  like NoRecordsToolbar.FilterToolbar - same problem as HeadersToolbar  just s/header/filter/,0,0
Vars in ValidationErrors should be properly converted,Currently variables in ValidationErrors are substituted with Strings.toString().This is problematic for variables with different representations in different languages (e.g. decimal separator). The converter of the processing component should be used instead.,0,0
ResourceStreamLocator vs ResourceFinder,I'm a bit confused by the responsibilities of ResourceFinder vs ResourceStreamLocator. Looking around in the code  I found the following: IResourceFinder is apparently only implemented via its extension interface IResourcePath. Its two implementations Path and WebApplicationPath look through a list of filesystem folders for files. ResourceStreamLocator does two things: it loads resources  either via an IResourceFinder (which only finds filesystem resources) or via the classloader (it does this itself). it uses a ResourceNameIterator to generate all possible filename variations based on locale and style and then tries to load one of them via the above mechanisms.Is this correct?If so  I think we have some mixed-up responsibilities here. I propose the following: add a third IResourcePath implementation (e.g. ClassloaderPath) that handles loading of resources in classpaths. It should be able to try multiple paths (e.g. '/'  'META-INF/resources' etc). Instead of a single ResourceFinder  Application should have a list of them  by default containing WebApplicationPath (today's default) and the new ClassloaderPath. ResourceStreamLocator should not do any loading on its own at all and just use the ResourceFinders defined in this new list in Application.This would also get rid of the hard-coded 'META-INF/resources' lookup that currently is done in ResourceStreamLocator (I'll write a second ticket about that  it's causing us some problems).I think this could still be done within 6.0. Objections?,0,0
Optimize PageExpiredException to not load its stacktrace,The stacktrace of PageExpiredException is useless. It is being thrown at only one place - PageProvider  so it is always the same. But it is really useless for the end user.Overriding its #fillInStackTrace() to return null will be a minor performance improvement.,0,1
